QKEY,pre_accuracy,pre_percentile,pre_average_difficulty,pre_self_difficulty,Q1_W1,Q2_W1,Q3_W1,Q4_W1,Q5_W1,Q6_W1,Q7_W1,Q8_W1,Q9_W1,Q10_W1,Q11_W1,Q12_W1,Q13_W1,Q14_W1,Q15_W1,Q16_W1,Q17_W1,Q18_W1,Q19_W1,Q20_W1,post_accuracy,post_percentile,post_average_difficulty,post_self_difficulty,WEIGHT_W1
2002352,15,71,5,2,2,3,1,4,3,2,3,5,2,5,1,2,5,3,5,5,2,3,3,3,12,60,5,5,1.0
2002353,16,54,7,5,3,2,2,3,4,1,4,2,3,5,5,4,5,4,4,5,2,2,4,5,14,35,8,7,1.0
2002354,15,66,5,3,2,2,1,3,3,5,1,2,5,5,3,4,1,4,4,1,5,1,4,3,16,64,6,4,1.0
2002355,15,70,5,3,2,2,1,3,3,5,4,2,2,5,3,4,1,2,4,1,5,3,4,1,17,80,5,2,1.0
2002356,10,50,6,6,2,2,1,3,1,5,4,1,1,1,2,3,5,2,5,1,2,3,4,1,10,51,6,8,1.0
2002357,14,50,3,3,1,2,3,3,3,5,4,2,4,5,2,1,5,4,4,1,5,1,1,1,15,60,4,3,1.0
2002358,16,81,5,3,2,2,3,3,3,3,3,2,3,5,3,4,1,5,4,1,5,1,3,4,12,61,9,7,1.0
2002359,18,83,5,2,2,2,4,3,3,5,4,2,3,5,2,4,5,2,4,5,5,3,1,5,17,81,4,2,1.0
2002360,13,75,6,4,2,2,1,3,3,5,2,2,4,5,4,4,1,4,4,1,2,1,4,1,9,43,7,6,1.0
2002361,12,51,5,5,3,3,2,4,2,5,2,2,2,5,3,4,5,5,4,3,1,1,4,3,10,51,8,8,1.0
2002362,17,87,5,2,2,2,4,3,3,5,3,2,1,5,3,4,1,2,5,5,5,1,1,4,15,62,6,3,1.0
2002363,20,95,5,1,2,2,3,3,3,5,3,2,1,5,5,4,5,2,5,1,1,3,4,5,20,94,5,1,1.0
2002364,17,91,7,2,2,2,1,3,3,5,4,2,2,5,2,3,5,2,4,1,5,3,4,1,13,82,7,3,1.0
2002365,19,70,6,2,3,2,1,3,3,5,4,2,4,5,4,4,1,2,1,1,5,3,4,1,18,69,6,3,1.0
2002366,10,62,7,4,4,2,5,3,5,5,4,2,4,5,1,4,5,2,5,5,5,1,4,3,11,55,6,3,1.0
2002367,12,56,7,8,2,2,1,3,1,5,4,2,1,5,3,4,1,2,5,1,5,1,4,2,9,31,9,9,1.0
2002368,10,40,4,5,2,2,5,3,4,5,4,2,2,5,4,2,1,2,5,5,5,2,4,4,8,30,6,6,1.0
2002369,18,75,5,3,2,2,1,3,1,5,1,2,3,5,1,4,5,2,4,1,1,1,4,1,17,70,7,4,1.0
2002370,15,50,3,3,2,2,1,3,3,5,4,2,3,5,2,4,1,2,4,1,5,1,4,1,15,50,3,3,1.0
2002371,10,64,8,7,2,2,3,3,3,5,3,2,2,5,1,1,5,3,4,3,2,3,4,4,12,66,6,5,1.0
2002372,20,92,1,1,3,3,1,3,1,3,2,2,2,5,2,4,2,2,4,1,1,1,4,2,17,89,2,2,1.0
2002373,20,90,5,1,2,2,1,3,1,5,3,1,1,5,4,4,1,4,5,1,4,1,1,1,10,31,7,10,1.0
2002374,15,65,5,1,2,3,5,3,3,4,3,2,2,5,5,2,1,2,4,1,5,1,5,5,12,50,5,4,1.0
2002375,15,34,6,7,3,3,2,3,2,5,4,1,1,2,1,4,5,5,1,3,1,2,5,1,10,30,6,7,1.0
2002376,15,80,5,3,4,2,1,3,3,5,4,2,1,5,2,4,1,2,4,5,1,3,4,2,15,80,6,4,1.0
2002377,15,60,4,5,2,2,1,3,1,5,4,2,2,5,3,4,1,2,5,5,1,4,4,1,15,70,4,5,1.0
2002378,14,60,5,6,3,2,2,3,3,5,4,2,4,5,4,4,3,2,4,3,5,1,5,4,12,60,5,6,1.0
2002379,19,91,4,1,2,2,1,3,3,5,3,2,4,5,2,4,1,5,4,1,5,1,4,1,19,91,6,3,1.0
2002380,16,81,6,3,3,2,3,3,3,5,3,1,4,5,3,4,5,2,4,1,5,1,4,5,14,72,6,5,1.0
2002381,10,47,5,5,2,2,2,3,1,5,3,2,2,5,3,4,5,2,4,1,1,1,4,1,10,47,6,6,1.0
2002382,11,50,4,6,2,2,2,3,2,5,1,3,1,5,1,1,1,2,4,1,1,1,4,4,10,49,8,8,1.0
2002383,19,95,7,2,2,2,1,3,3,5,2,2,2,5,2,4,5,4,1,3,1,1,1,4,17,90,2,2,1.0
2002384,17,70,5,2,2,5,1,3,1,5,1,2,1,5,3,4,1,3,4,5,1,1,4,2,15,60,8,6,1.0
2002385,15,60,4,6,4,2,5,4,3,5,2,2,4,5,4,4,5,2,4,1,5,1,4,1,15,60,5,4,1.0
2002386,15,81,5,3,2,2,2,3,3,5,3,1,2,5,3,3,3,2,4,1,1,1,4,1,18,95,4,2,1.0
2002387,15,50,6,6,3,2,1,3,1,5,3,1,2,5,5,4,1,3,5,5,5,1,4,1,8,32,9,9,1.0
2002388,13,70,6,5,2,2,3,3,3,5,4,1,3,5,5,4,5,2,4,1,1,1,5,4,14,56,6,5,1.0
2002389,20,60,5,3,2,2,3,3,5,5,3,1,3,5,2,2,1,2,5,4,5,4,1,2,13,50,5,4,1.0
2002390,15,70,4,3,2,2,4,3,3,5,4,3,3,5,3,4,5,2,4,5,5,1,4,2,10,51,6,5,1.0
2002391,17,71,4,4,2,2,1,3,3,5,3,2,3,4,4,4,5,2,3,4,1,1,4,4,16,60,5,5,1.0
2002392,18,67,5,2,3,2,4,3,3,5,4,2,3,5,2,4,1,2,4,4,5,5,4,1,20,75,3,2,1.0
2002393,10,50,9,4,2,2,1,3,3,5,3,4,1,5,1,4,1,4,4,1,5,1,4,2,7,45,6,5,1.0
2002394,15,80,4,2,3,2,1,3,3,5,3,2,4,5,2,4,1,4,4,5,1,3,4,1,10,50,5,4,1.0
2002395,16,73,5,4,2,2,5,3,1,5,3,2,3,5,3,4,1,4,5,5,5,1,4,4,11,44,5,7,1.0
2002396,13,58,6,4,3,2,1,3,3,5,4,2,5,5,2,4,1,2,4,1,2,1,4,1,15,60,7,4,1.0
2002397,16,71,4,4,2,2,5,3,3,5,2,2,3,5,2,4,1,4,4,5,2,3,4,1,16,75,8,8,1.0
2002398,20,90,7,1,2,2,5,3,3,5,4,2,3,5,2,4,5,2,4,1,5,1,4,1,18,90,9,2,1.0
2002399,15,80,5,3,2,2,1,3,3,5,1,2,3,5,4,4,5,4,5,1,1,1,4,1,16,85,9,8,1.0
2002400,10,40,6,7,1,2,3,1,5,5,4,1,1,5,1,1,5,2,5,2,1,3,4,2,10,50,10,10,1.0
2002401,15,76,3,2,1,3,3,5,1,5,2,1,1,5,1,1,1,2,2,5,2,5,4,2,10,38,7,8,1.0
2002402,18,90,5,2,3,2,5,3,3,5,4,2,3,5,3,2,5,2,4,3,5,2,4,2,14,50,5,3,1.0
2002403,20,90,6,3,2,3,2,3,4,5,1,1,1,5,5,1,1,2,4,1,2,2,4,2,20,91,7,4,1.0
2002404,18,92,6,2,2,2,1,3,3,5,1,2,3,5,3,4,3,2,4,5,2,3,4,2,16,80,6,3,1.0
2002405,14,76,8,5,2,2,5,3,3,5,3,2,4,5,2,4,1,2,5,1,5,1,4,1,17,88,6,2,1.0
2002406,16,60,5,3,2,3,1,3,1,5,2,2,3,5,4,4,1,2,2,1,5,1,4,1,14,55,6,5,1.0
2002407,10,20,5,5,2,2,3,3,3,5,2,2,2,5,2,4,1,2,4,5,1,1,4,1,13,30,6,6,1.0
2002408,15,80,5,4,2,5,2,3,1,5,1,2,2,5,1,4,1,2,4,1,1,1,4,1,10,70,6,8,1.0
2002409,17,80,7,5,2,3,5,3,1,5,4,2,2,5,2,3,1,2,4,5,5,1,4,5,14,60,6,6,1.0
2002410,12,65,9,9,4,5,2,2,4,3,5,4,3,5,3,4,5,1,5,5,2,3,5,4,10,38,9,9,1.0
2002411,13,68,7,4,2,2,1,3,3,3,1,1,2,5,3,4,3,1,5,3,5,1,5,2,10,34,9,8,1.0
2002412,16,80,6,3,2,2,2,3,3,5,3,2,1,5,3,1,1,2,4,5,1,3,4,3,16,80,6,3,1.0
2002413,18,84,6,2,4,2,5,3,5,2,3,5,4,5,4,3,2,2,5,5,2,1,3,3,7,41,9,9,1.0
2002414,18,80,2,1,1,2,1,3,3,4,4,3,2,5,2,3,1,2,5,1,5,1,1,4,12,80,4,3,1.0
2002415,15,58,6,4,2,2,1,3,1,5,3,2,1,5,1,4,1,4,4,5,5,4,4,4,10,41,5,5,1.0
2002416,20,99,7,2,2,2,1,3,3,5,4,2,4,5,2,4,3,4,4,1,1,3,4,5,18,94,7,1,1.0
2002417,10,65,5,7,2,2,3,5,5,5,2,5,4,5,4,3,1,3,4,1,2,1,4,1,8,20,6,9,1.0
2002418,18,80,5,2,2,2,1,3,1,5,3,1,4,5,1,4,1,4,5,1,5,3,5,3,6,30,10,7,1.0
2002419,18,87,3,1,5,4,3,3,5,1,2,2,3,5,1,2,1,1,5,2,5,3,5,4,13,71,4,1,1.0
2002420,18,90,4,1,2,2,5,3,3,5,4,2,3,5,2,4,3,2,4,5,5,1,4,1,15,80,5,3,1.0
2002421,10,52,8,6,1,3,4,3,2,5,4,3,2,5,3,1,3,1,5,3,5,2,4,3,5,50,9,9,1.0
2002422,18,89,5,1,2,2,5,3,3,5,4,2,1,5,2,4,5,4,2,1,1,1,4,1,15,71,4,3,1.0
2002423,17,85,6,3,2,5,1,3,3,3,3,2,3,5,3,4,1,5,5,1,1,1,1,1,12,70,6,4,1.0
2002424,18,80,5,3,2,2,3,3,1,1,2,1,1,5,1,4,1,2,5,1,5,1,1,2,16,60,5,3,1.0
2002425,17,30,5,1,2,2,2,3,4,4,4,5,1,5,3,4,5,2,2,3,5,2,2,1,14,21,2,6,1.0
2002426,15,75,8,7,3,2,5,3,4,5,3,1,1,5,3,4,3,3,5,5,5,1,5,1,10,65,9,9,1.0
2002427,20,60,6,2,2,2,1,3,3,5,4,2,4,5,2,4,1,4,4,1,5,1,4,1,19,60,6,2,1.0
2002428,15,67,5,1,3,2,3,3,3,5,4,1,3,5,2,4,1,2,4,5,2,1,4,4,11,54,7,7,1.0
2002429,17,84,3,4,4,2,5,1,3,5,3,2,2,5,3,4,3,2,3,1,2,3,4,3,16,81,3,4,1.0
2002430,16,81,4,3,3,2,4,3,3,5,2,2,2,5,2,4,1,4,4,5,5,3,4,1,15,76,5,5,1.0
2002431,18,83,6,2,4,2,1,3,3,5,4,2,2,2,2,2,5,4,5,5,4,2,4,3,15,80,7,3,1.0
2002432,14,20,6,3,2,2,1,3,3,5,3,2,3,5,5,4,5,2,5,5,5,1,4,4,14,70,7,4,1.0
2002433,10,40,6,5,3,5,1,3,1,5,4,3,2,5,2,4,3,4,4,1,5,1,1,1,5,10,9,8,1.0
2002434,18,80,6,4,2,2,1,3,3,5,2,2,3,5,2,4,1,2,5,4,5,1,4,3,15,70,6,5,1.0
2002435,15,65,5,5,2,5,3,3,2,5,3,1,1,5,3,4,1,4,4,5,2,1,4,4,10,35,7,7,1.0
2002436,13,57,4,4,4,2,1,3,1,5,3,2,4,5,5,4,5,2,4,1,1,3,4,1,13,54,4,4,1.0
2002437,16,49,4,2,3,5,1,3,2,5,1,3,2,5,1,2,1,2,5,1,5,1,1,2,15,49,3,2,1.0
2002438,15,51,2,2,2,2,1,4,1,5,3,2,1,5,3,4,1,4,4,1,1,1,4,1,15,43,4,4,1.0
2002439,12,43,6,4,4,2,3,3,3,5,3,3,1,5,3,5,5,2,4,3,1,1,5,4,6,12,7,8,1.0
2002440,10,70,2,3,5,2,4,3,1,4,2,5,3,5,5,2,3,5,2,3,2,5,2,3,10,55,6,6,1.0
2002441,20,91,6,1,2,2,1,3,3,5,3,2,5,5,2,4,1,4,4,1,5,1,4,1,18,86,6,1,1.0
2002442,15,75,4,3,2,2,1,3,1,5,1,2,4,5,2,3,5,2,5,1,1,1,4,1,13,61,9,8,1.0
2002443,18,85,5,2,3,2,5,3,1,5,3,2,1,1,2,4,3,4,4,5,2,1,4,4,13,45,7,6,1.0
2002444,12,65,6,5,3,3,3,5,3,5,2,2,5,5,2,4,2,2,4,3,1,3,4,3,10,60,7,8,1.0
2002445,20,80,3,2,2,2,1,3,3,5,3,2,2,5,2,4,5,4,4,5,5,1,4,1,16,80,5,4,1.0
2002446,4,12,10,10,1,2,1,2,5,1,2,3,4,5,4,4,1,2,1,3,5,2,1,2,2,5,10,10,1.0
2002447,15,80,4,3,3,2,4,3,1,5,3,3,1,5,2,2,5,4,4,5,1,1,4,4,12,50,6,6,1.0
2002448,10,50,4,4,3,3,1,3,3,5,3,2,2,5,1,3,5,2,5,5,2,1,4,3,10,50,5,4,1.0
2002449,16,81,5,2,2,2,1,3,1,5,3,1,1,5,5,4,1,2,1,1,1,1,4,1,16,76,5,3,1.0
2002450,15,54,5,3,2,2,1,3,1,5,1,2,1,5,4,4,5,5,1,1,2,5,4,5,10,65,8,7,1.0
2002451,18,85,4,2,2,2,5,3,3,5,4,2,3,5,2,4,5,2,4,1,5,3,4,1,18,85,4,2,1.0
2002452,14,48,6,8,3,2,4,3,3,5,4,2,2,5,2,4,1,2,4,4,5,3,5,4,12,40,6,9,1.0
2002453,18,81,3,2,2,2,1,3,3,5,3,2,2,5,3,4,1,4,4,1,1,1,4,2,17,50,3,3,1.0
2002454,12,73,6,5,1,2,3,2,2,2,3,3,2,5,1,4,5,2,2,3,1,3,4,3,6,29,8,8,1.0
2002455,18,84,3,2,2,2,1,3,3,5,3,2,4,5,2,1,5,3,4,1,1,1,4,3,15,73,5,4,1.0
2002456,20,90,7,2,2,2,1,3,3,5,3,2,3,5,5,4,1,4,4,1,5,3,4,4,17,80,7,4,1.0
2002457,13,48,4,4,2,2,3,3,3,5,3,2,4,5,1,3,1,4,5,4,5,3,4,5,10,47,3,3,1.0
2002458,12,70,8,5,2,2,2,3,3,5,3,2,3,5,2,4,5,4,4,1,5,1,4,1,15,75,8,4,1.0
2002459,13,22,5,8,2,2,3,3,1,5,3,2,2,5,4,4,5,4,5,3,5,1,5,4,4,6,5,10,1.0
2002460,17,95,6,2,2,5,3,3,3,5,4,2,3,5,3,4,2,2,4,1,5,1,4,2,20,90,6,1,1.0
2002461,19,86,1,1,2,2,3,3,3,5,3,2,2,5,3,1,1,2,4,5,5,1,5,3,18,91,1,1,1.0
2002462,19,99,4,1,2,2,1,3,3,5,4,2,4,5,4,4,5,4,4,1,1,3,4,1,18,95,3,1,1.0
2002463,15,66,4,3,2,3,3,3,1,5,4,1,2,1,1,1,5,2,4,4,1,2,4,2,10,37,8,9,1.0
2002464,20,51,6,1,2,2,3,3,1,5,3,2,1,5,2,4,1,3,4,1,5,5,4,5,20,51,5,1,1.0
2002465,13,60,6,3,2,2,1,3,3,5,4,2,1,5,2,4,1,2,4,1,5,3,4,1,8,50,7,7,1.0
2002466,15,65,4,5,2,2,1,3,3,1,3,1,3,5,3,4,1,2,5,5,5,1,4,1,12,57,4,5,1.0
2002467,16,82,4,3,2,2,1,3,3,5,3,2,4,5,4,4,1,4,4,1,5,1,3,3,15,81,4,3,1.0
2002468,12,53,5,5,5,2,5,3,3,5,4,2,4,5,5,4,1,2,5,5,5,1,5,2,14,52,5,5,1.0
2002469,13,60,5,1,2,5,1,3,2,5,2,1,1,5,1,3,1,1,5,1,2,5,5,2,5,30,5,8,1.0
2002470,15,73,6,3,2,2,5,3,3,5,5,1,4,5,2,5,1,4,5,1,5,1,1,1,13,67,7,5,1.0
2002471,15,85,7,2,3,2,3,3,1,5,3,2,3,5,3,3,3,2,5,5,2,1,5,4,14,68,6,4,1.0
2002472,18,90,3,3,4,2,3,3,3,5,3,2,3,5,4,4,3,2,4,4,5,4,4,5,18,90,10,7,1.0
2002473,15,79,5,4,5,2,4,3,2,4,4,1,4,2,4,2,4,2,5,4,4,3,1,1,10,50,7,8,1.0
2002474,16,60,6,5,2,2,4,5,3,5,3,2,2,5,2,4,1,4,4,1,5,1,4,2,16,61,6,5,1.0
2002475,16,83,8,5,2,2,5,3,1,5,1,2,2,5,2,4,1,2,4,5,5,1,4,1,14,63,6,5,1.0
2002476,16,80,6,4,4,2,5,3,3,5,2,2,2,5,3,4,5,2,5,5,2,2,4,3,12,60,6,5,1.0
2002477,18,81,3,2,1,2,3,3,3,5,3,1,3,5,3,4,5,4,2,1,2,4,4,4,14,75,8,7,1.0
2002478,16,79,2,2,2,3,1,3,1,3,3,1,1,5,2,1,3,1,5,5,4,4,2,2,19,81,2,2,1.0
2002479,15,71,1,2,1,3,3,5,2,1,4,3,1,4,5,3,3,5,4,5,4,4,1,4,15,73,3,3,1.0
2002480,16,75,6,4,2,2,3,3,3,5,4,3,4,1,2,4,1,4,4,1,1,1,5,1,14,50,8,7,1.0
2002481,18,86,5,2,4,3,3,3,3,5,3,2,3,5,4,4,1,2,4,1,1,1,5,3,13,56,8,7,1.0
2002482,18,75,5,2,2,5,3,3,3,5,4,2,1,5,3,4,1,2,5,1,5,3,4,1,19,86,6,2,1.0
2002483,15,55,1,1,2,2,1,3,3,5,1,2,3,5,2,4,3,2,4,1,2,3,4,1,12,47,4,4,1.0
2002484,14,68,6,4,4,2,1,3,3,5,3,2,2,5,4,4,1,2,5,5,5,1,5,4,10,50,6,7,1.0
2002485,18,86,3,2,2,2,1,3,1,5,3,1,1,5,3,4,5,2,5,1,2,1,5,1,18,80,3,2,1.0
2002486,12,75,8,5,2,2,1,3,3,5,3,2,1,5,3,4,5,3,5,1,5,3,4,1,13,70,8,7,1.0
2002487,16,70,7,4,3,3,1,3,3,5,3,2,4,5,3,4,5,2,4,1,5,1,4,1,15,60,6,5,1.0
2002488,15,55,5,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,20,81,3,2,1.0
2002489,17,71,6,1,3,2,1,3,1,5,1,2,1,5,2,4,5,2,4,1,1,3,4,1,15,62,7,5,1.0
2002490,8,40,3,5,2,2,3,3,1,5,3,2,1,5,3,4,1,2,4,1,1,1,5,1,4,25,3,7,1.0
2002491,16,80,7,3,2,2,1,3,3,5,3,2,3,5,5,4,1,2,4,3,2,3,4,3,15,68,7,6,1.0
2002492,19,80,5,2,3,2,5,3,1,2,3,3,4,5,5,4,5,4,4,3,5,1,4,1,19,80,6,4,1.0
2002493,11,55,6,5,3,2,5,3,3,5,3,3,4,5,3,4,3,2,5,1,5,1,4,1,7,40,7,8,1.0
2002494,15,29,4,3,3,2,3,3,4,5,3,1,4,2,5,5,3,1,5,5,2,1,4,4,15,24,5,3,1.0
2002495,13,50,7,5,3,2,3,3,3,1,2,2,3,5,1,2,5,2,4,5,5,1,5,3,13,50,7,5,1.0
2002496,15,82,4,2,1,2,2,3,2,5,5,2,1,5,4,4,1,1,5,5,5,2,4,4,14,75,4,3,1.0
2002497,20,90,4,1,2,5,5,5,4,3,3,1,1,5,5,4,3,2,5,1,2,3,5,2,17,75,4,2,1.0
2002498,17,80,5,2,3,2,4,3,3,5,3,2,2,5,4,4,5,2,4,4,2,3,4,2,17,80,5,3,1.0
2002499,18,71,7,3,2,2,1,3,3,5,2,2,2,5,3,4,1,3,4,5,5,4,5,5,18,73,7,2,1.0
2002500,15,60,4,5,3,2,2,3,3,5,4,2,3,4,3,2,2,4,2,5,5,1,4,1,12,60,8,9,1.0
2002501,18,80,3,1,2,2,1,3,1,5,2,2,3,5,4,4,1,2,5,5,1,3,4,1,16,71,5,3,1.0
2002502,17,70,5,4,2,2,4,4,2,4,4,3,3,5,3,2,2,2,5,3,5,4,4,3,15,51,4,6,1.0
2002503,15,77,5,4,2,2,1,3,3,5,4,2,3,5,3,4,5,2,4,1,1,1,4,1,15,62,6,6,1.0
2002504,17,78,6,2,2,5,1,3,3,5,1,2,2,4,1,4,3,4,4,1,1,4,4,1,17,64,4,5,1.0
2002505,15,60,6,5,2,2,1,3,1,5,1,2,3,5,2,4,1,4,5,1,5,1,4,1,12,45,7,6,1.0
2002506,18,70,5,3,2,2,1,3,3,5,3,2,2,5,3,4,5,2,4,1,5,3,4,4,16,70,5,2,1.0
2002507,11,54,6,8,3,5,2,4,2,4,4,2,3,5,5,3,5,2,5,5,2,5,3,4,6,26,6,10,1.0
2002508,17,60,4,2,2,2,3,3,3,5,2,2,1,5,3,4,1,4,4,5,1,3,4,1,12,30,5,4,1.0
2002509,15,66,5,3,2,2,1,3,3,5,3,2,4,5,4,3,1,1,5,1,5,1,4,4,10,30,8,6,1.0
2002510,9,54,5,4,2,5,3,4,3,5,4,1,3,5,2,4,1,2,4,2,5,3,1,1,6,31,8,7,1.0
2002511,20,100,4,1,2,2,1,3,3,5,4,2,3,5,2,4,5,2,4,1,1,1,4,1,20,100,4,1,1.0
2002512,16,73,6,7,3,3,1,3,2,5,1,2,3,5,3,4,1,2,4,5,2,2,4,4,10,44,4,5,1.0
2002513,12,49,8,5,2,3,2,5,3,5,2,2,1,5,1,5,3,2,1,1,2,1,5,2,12,50,7,3,1.0
2002514,11,65,5,6,4,1,3,4,3,1,1,1,1,1,2,4,2,2,4,1,2,4,3,4,8,55,5,4,1.0
2002515,18,80,6,1,2,2,1,2,3,5,1,1,1,5,3,3,1,2,1,1,1,1,5,3,12,52,8,5,1.0
2002516,15,60,8,7,3,2,1,1,2,1,4,2,1,4,1,2,5,2,3,3,5,3,1,3,12,40,9,9,1.0
2002517,10,51,5,5,2,3,3,3,1,5,3,2,1,5,3,3,1,2,4,1,1,1,4,1,10,53,5,5,1.0
2002518,20,90,5,1,2,2,1,3,3,5,4,2,4,5,2,4,5,2,4,1,1,3,4,1,18,70,5,2,1.0
2002519,12,51,5,4,3,2,3,3,3,5,2,2,3,5,3,2,5,1,4,5,5,1,4,4,7,35,7,7,1.0
2002520,15,85,7,3,4,2,5,3,5,5,3,2,1,5,3,3,1,2,4,5,5,2,4,3,12,70,8,6,1.0
2002521,15,68,3,1,2,2,1,3,3,5,1,2,4,5,3,4,1,4,1,1,2,1,4,1,15,60,3,2,1.0
2002522,13,27,5,4,3,2,3,3,3,5,3,2,3,5,3,4,5,3,4,4,5,3,4,2,12,23,6,7,1.0
2002523,15,50,5,2,2,2,5,3,4,5,3,1,1,5,3,3,1,2,4,1,5,1,1,1,15,50,3,3,1.0
2002524,15,50,4,5,2,3,3,4,3,5,3,2,3,5,2,4,5,2,1,5,5,1,5,4,10,45,4,6,1.0
2002525,15,70,3,2,2,2,3,3,1,5,2,2,1,5,4,4,1,2,4,1,2,1,4,1,12,52,6,5,1.0
2002526,17,89,4,2,4,2,2,3,3,5,2,2,2,5,2,4,5,2,4,1,1,1,4,2,15,78,8,6,1.0
2002527,13,75,6,3,5,2,1,3,1,5,2,2,4,5,2,4,1,4,5,1,5,3,4,1,11,60,7,6,1.0
2002528,16,79,7,1,2,2,1,3,3,5,4,2,3,5,2,4,5,4,4,1,1,1,4,1,18,86,7,1,1.0
2002529,17,66,3,2,2,2,1,3,3,5,2,2,1,5,5,4,5,2,4,1,5,3,4,1,10,41,5,6,1.0
2002530,15,71,7,3,4,2,5,3,2,5,3,2,3,1,2,4,5,1,1,5,4,3,4,2,10,59,7,5,1.0
2002531,18,70,2,2,3,2,2,2,2,5,4,2,3,5,4,4,5,2,4,5,5,1,5,2,10,20,9,7,1.0
2002532,17,70,4,3,3,5,1,3,3,5,2,2,1,5,3,4,1,1,1,5,1,1,4,1,16,71,4,3,1.0
2002533,20,90,4,1,2,2,1,3,3,5,3,2,4,5,2,4,5,2,4,1,1,3,4,1,18,90,4,1,1.0
2002534,12,56,4,5,3,2,1,4,3,5,1,2,2,5,3,4,1,1,1,5,1,3,4,4,12,55,6,8,1.0
2002535,15,58,4,3,2,2,1,3,3,5,4,2,4,5,2,4,5,2,5,1,1,1,4,1,10,53,5,5,1.0
2002536,16,85,4,2,2,2,1,3,3,5,2,2,1,5,2,1,1,4,5,1,1,1,4,1,13,69,8,7,1.0
2002537,16,81,4,1,1,2,1,3,3,5,3,2,2,5,2,3,1,2,4,1,2,1,5,1,17,80,4,3,1.0
2002538,15,75,7,5,2,1,1,3,3,5,3,2,1,5,3,4,1,4,4,1,5,1,4,1,15,77,7,5,1.0
2002539,10,20,5,7,2,2,1,3,1,5,4,1,2,5,3,4,5,5,4,1,5,1,5,4,5,20,4,10,1.0
2002540,18,95,5,1,2,2,5,3,3,5,4,2,3,5,3,4,1,2,4,1,5,1,4,3,17,92,5,3,1.0
2002541,15,70,7,4,2,2,3,3,3,5,4,2,4,5,3,4,5,4,5,1,5,1,5,3,12,69,6,5,1.0
2002542,16,91,5,1,2,2,1,3,3,5,1,2,2,5,3,2,1,4,4,1,1,3,4,1,12,61,7,6,1.0
2002543,15,80,7,2,4,2,1,3,3,5,4,2,2,1,3,4,5,2,4,5,5,3,4,3,10,60,7,4,1.0
2002544,18,93,6,2,4,2,5,3,3,5,2,2,5,5,2,1,1,2,4,1,1,1,4,1,15,74,6,4,1.0
2002545,16,79,7,3,2,2,1,3,3,5,4,2,2,5,3,4,1,2,4,1,1,4,4,1,15,71,8,3,1.0
2002546,5,20,7,7,3,2,1,3,3,5,3,2,5,5,2,4,5,2,4,1,5,3,4,1,10,50,7,7,1.0
2002547,18,62,4,4,2,5,4,3,3,1,4,1,2,5,3,2,5,5,4,1,5,1,4,2,10,43,4,4,1.0
2002548,18,60,7,3,3,2,5,3,3,5,4,2,1,5,3,4,1,2,4,1,5,1,4,1,17,69,8,6,1.0
2002549,18,76,4,2,2,2,2,3,1,5,3,1,1,5,3,4,1,2,4,1,1,1,4,5,12,56,5,4,1.0
2002550,18,91,4,2,2,2,1,3,3,5,2,2,3,5,3,4,3,2,4,3,5,1,4,1,14,62,6,6,1.0
2002551,15,75,5,3,2,2,1,3,3,5,1,2,3,5,2,4,1,2,4,1,1,1,4,2,16,75,5,4,1.0
2002552,14,45,4,6,2,2,3,3,3,5,1,3,1,4,2,4,5,2,2,1,1,4,1,1,10,31,5,7,1.0
2002553,13,50,3,5,2,2,3,3,3,5,3,1,2,5,3,3,5,4,4,1,5,3,1,3,9,31,5,9,1.0
2002554,15,75,5,3,2,2,5,3,3,5,3,2,4,5,5,4,5,1,4,1,5,1,4,3,15,70,5,5,1.0
2002555,12,51,7,4,2,2,4,3,3,5,4,2,1,5,2,4,5,2,4,1,5,1,4,5,10,50,7,6,1.0
2002556,19,71,3,1,2,2,1,3,3,5,2,2,4,5,2,3,1,2,4,1,2,1,4,3,17,65,5,2,1.0
2002557,14,57,3,4,3,2,5,2,2,5,3,1,3,5,4,2,3,4,5,4,5,1,4,3,10,24,4,8,1.0
2002558,15,60,5,5,2,1,4,5,3,2,2,2,1,1,2,2,1,3,4,5,1,1,4,4,10,46,5,5,1.0
2002559,12,63,5,6,1,2,1,5,3,4,3,1,1,5,1,1,5,2,5,3,5,4,4,4,11,51,6,7,1.0
2002560,16,80,6,4,4,2,1,3,3,5,4,3,1,5,5,4,1,2,4,5,5,1,4,4,13,66,6,7,1.0
2002561,10,52,4,4,1,5,4,3,1,5,3,2,1,2,1,3,3,4,4,1,1,1,4,4,6,24,4,3,1.0
2002562,16,49,6,4,3,2,3,3,3,5,2,2,3,5,3,3,5,4,4,5,5,3,5,3,17,66,6,4,1.0
2002563,17,75,3,1,3,2,5,4,1,1,4,1,1,5,4,1,1,2,4,1,4,3,4,2,5,30,6,8,1.0
2002564,15,81,5,3,2,2,1,3,3,5,3,2,1,5,2,3,5,3,4,1,5,3,4,5,10,60,8,7,1.0
2002565,20,60,4,5,3,2,5,1,1,2,3,5,5,1,1,3,2,4,2,1,4,3,5,5,13,66,3,6,1.0
2002566,15,70,5,3,2,5,5,3,1,5,2,2,2,5,1,4,1,4,4,5,5,3,4,2,15,61,4,4,1.0
